,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_Nm,torque_rpm,company,Model
4044,2011,340000,80000,Diesel,Individual,Manual,Second Owner,21.9,1396,90.0,5.0,22.4,1750,Hyundai,i20
4045,2012,222000,120000,LPG,Individual,Manual,First Owner,21.1,814,55.2,5.0,74.5,4000,Hyundai,EON
4046,2013,850000,200000,Diesel,Individual,Automatic,First Owner,11.18,2696,184.0,7.0,402.0,1600,Mahindra,other_model
4047,2007,70000,110000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,5.0,8.5,2500,Tata,Indica
4048,2017,430000,38000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,5.0,114.0,3500,Tata,Tiago
4049,2017,430000,35000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,5.0,114.0,3500,Tata,Tiago
4050,2014,320000,70000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,90.0,3500,Maruti,Wagon
4052,2012,500000,120000,Diesel,Individual,Manual,Second Owner,21.8,1461,78.0,5.0,240.0,2000,Renault,other_model
4053,2012,500000,110000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5.0,248.0,2250,Renault,Duster
4054,2010,229999,140000,Diesel,Individual,Manual,First Owner,18.4,1248,75.0,5.0,190.0,1750,Tata,Indica
4055,2009,600000,155000,Diesel,Individual,Automatic,Second Owner,11.79,2179,120.0,8.0,290.0,1800,Mahindra,Scorpio
4057,2017,500000,80000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1,5.0,160.0,2000,Renault,other_model
4058,2010,315000,120000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7.0,180.0,1440,Mahindra,Bolero
4059,2011,265000,80000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5.0,90.0,3500,Maruti,Wagon
4060,2015,350000,110000,Diesel,Individual,Manual,Second Owner,25.83,1498,99.0,5.0,215.0,1750,Ford,Figo
4061,2012,200000,230000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,5.0,140.0,1800,Tata,Indigo
4062,2011,114999,172000,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5.0,85.0,2500,Tata,Indica
4063,2014,425000,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,114.7,4000,Hyundai,i20
4064,2019,900000,35000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,205.0,1750,Ford,EcoSport
4065,2014,550000,126000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,7.0,290.0,1800,Mahindra,Scorpio
4066,2018,900000,30000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5.0,200.0,1750,Honda,other_model
4067,2011,165000,97000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,5.0,99.04,4500,Hyundai,i10
4068,2016,850000,120000,Diesel,Individual,Automatic,First Owner,19.08,1582,126.2,5.0,259.9,1900,Hyundai,Verna
4069,2016,850000,120000,Diesel,Individual,Manual,First Owner,23.9,1582,126.32,5.0,259.8,1900,Hyundai,Verna
4070,2014,550000,80000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,6.0,247.0,1800,Mahindra,other_model
4071,2011,500000,60000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5.0,190.0,2000,Maruti,Swift
4072,2018,630000,15000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5.0,113.0,4200,Maruti,Swift
4073,2011,160000,60000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5.0,99.04,4500,Hyundai,i10
4074,2015,670000,60000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,5.0,200.0,1750,Honda,City
4075,2014,430000,90000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5.0,190.0,2000,Maruti,Swift
4076,2015,375000,30000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,5.0,114.0,4000,Hyundai,Xcent
4077,2016,650000,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,114.7,4000,Hyundai,i20
4078,2016,500000,35000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,190.0,2000,Maruti,Swift
4079,2016,500000,35000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,190.0,2000,Maruti,Swift
4080,2017,1350000,25000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7.0,330.0,1600,Mahindra,XUV500
4081,2018,600000,40000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,5.0,250.0,1500,Volkswagen,other_model
4082,2017,1200000,25000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,259.9,1900,Hyundai,Creta
4083,2013,3750000,56000,Diesel,Dealer,Automatic,First Owner,11.2,2993,241.0,4.0,540.0,2000,BMW,other_model
4084,2018,795000,41779,Petrol,Dealer,Manual,First Owner,21.21,1197,81.8,5.0,113.0,4200,Maruti,Swift
4085,2016,625000,54000,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,5.0,110.0,4800,Honda,Jazz
4086,2016,2900000,31000,Diesel,Dealer,Automatic,First Owner,13.0,2143,204.0,5.0,500.0,1600,Mercedes-Benz,other_model
4087,2017,625000,37000,Diesel,Individual,Automatic,First Owner,26.8,1248,74.0,5.0,190.0,2000,Maruti,other_model
4088,2011,440000,90000,Diesel,Individual,Automatic,Second Owner,18.1,1991,147.9,4.0,327.0,2600,Chevrolet,other_model
4089,2018,1400000,13534,Petrol,Dealer,Manual,First Owner,14.28,1798,138.03,5.0,173.0,4000,Toyota,other_model
4090,2017,1450000,7000,Petrol,Dealer,Automatic,Second Owner,14.53,1794,138.1,5.0,173.0,4000,Toyota,other_model
4091,2017,2700000,23000,Diesel,Dealer,Automatic,First Owner,17.9,2143,136.0,5.0,300.0,1600,Mercedes-Benz,other_model
4092,2017,550000,23456,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0,5.0,114.0,4000,Hyundai,Grand
4093,2019,1925000,43000,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,8.0,360.0,1200,Toyota,Innova
4094,2015,1225000,39000,Diesel,Dealer,Manual,First Owner,16.0,2179,140.0,7.0,330.0,1600,Mahindra,XUV500
4095,2017,700000,15000,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,5.0,110.0,4800,Honda,other_model
4096,2013,530000,40000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,190.0,2000,Maruti,Swift
4097,2020,1900000,5000,Diesel,Dealer,Automatic,First Owner,17.8,1493,113.4,5.0,250.0,1500,other_company,other_model
4098,2017,844999,70000,Diesel,Dealer,Manual,First Owner,28.09,1248,88.5,5.0,200.0,1750,Maruti,Ciaz
4099,2016,650000,99000,Diesel,Dealer,Automatic,First Owner,21.66,1498,103.52,5.0,250.0,1500,Skoda,Rapid
4100,2018,750000,15000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
4101,2018,6000000,28156,Diesel,Dealer,Automatic,First Owner,17.09,2993,261.4,4.0,620.0,2000,BMW,other_model
4102,2015,610000,30000,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,5.0,110.0,4800,Honda,Jazz
4103,2010,150000,70000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5.0,108.0,4400,Chevrolet,Beat
4104,2014,475000,40000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5.0,114.0,4000,Maruti,Swift
4105,2008,375000,136500,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609,120.0,8.0,290.0,1800,Mahindra,Scorpio
4106,2016,425000,70000,Diesel,Individual,Manual,Second Owner,25.32,1198,77.0,6.0,190.0,1750,Mahindra,KUV
4107,2015,800000,90000,Diesel,Individual,Manual,Second Owner,25.1,1498,98.6,5.0,200.0,1750,Honda,City
4108,1996,40000,32000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4.0,59.0,2500,Maruti,800
4109,2018,509999,8000,Petrol,Individual,Automatic,Second Owner,20.51,998,67.0,5.0,90.0,3500,Maruti,Wagon
4110,2015,387000,170000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5.0,170.0,1800,Toyota,Etios
4111,2014,235000,25000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,69.0,3500,Maruti,Alto
4112,2000,95000,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.2,1948,68.0,10.0,12.0,2500,Tata,other_model
4113,2010,340000,110000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5.0,190.0,2000,Maruti,Swift
4114,2016,1000000,100000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7.0,330.0,1600,Mahindra,XUV500
4115,2009,160000,115000,Diesel,Individual,Manual,Second Owner,13.8,1399,68.0,5.0,160.0,2000,Ford,other_model
4116,2008,365000,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609,120.0,8.0,290.0,1800,Mahindra,Scorpio
4117,2011,300000,265000,Diesel,Individual,Manual,Second Owner,20.86,1199,75.0,5.0,180.0,2000,Skoda,other_model
4118,2008,260000,90000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5.0,190.0,2000,Maruti,Swift
4119,2018,860000,40000,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,5.0,110.0,4800,Honda,Jazz
4120,2008,114999,55000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,5.0,14.9,3000,Hyundai,Verna
4121,2007,100000,90000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
4122,2014,565000,111000,Diesel,Individual,Manual,First Owner,20.34,1498,103.2,5.0,250.0,1500,Volkswagen,Vento
4123,2013,450000,120000,Diesel,Individual,Manual,Second Owner,11.68,2498,112.0,7.0,260.0,1800,Mahindra,Xylo
4124,2017,625000,15000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5.0,115.0,4000,Maruti,Baleno
4125,2016,280000,30000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5.0,69.0,3500,Maruti,Alto
4126,2017,330000,50000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,90.0,3500,Maruti,Alto
4127,2015,1300000,40000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,259.9,1900,Hyundai,Creta
4128,2008,65000,50000,Petrol,Individual,Manual,Second Owner,15.3,1396,70.0,5.0,12.4,2600,Tata,Indica
4129,2018,480000,45000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,5.0,114.0,3500,Tata,Tiago
4130,2016,400000,35000,Diesel,Individual,Manual,Second Owner,27.28,1047,69.0,5.0,140.0,1800,Tata,Tiago
4131,2009,500000,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,7.0,320.0,1700,Tata,New
4132,2012,320000,120000,Diesel,Individual,Manual,First Owner,11.68,2498,112.0,7.0,260.0,1800,Mahindra,Xylo
4133,2014,750000,90000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7.0,330.0,1600,Mahindra,XUV500
4134,2017,620000,100000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7.0,195.0,1400,Mahindra,Bolero
4135,2011,300000,120000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5.0,190.0,2000,Maruti,Swift
4136,2018,1405000,15000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,5.0,151.0,4850,Hyundai,Creta
4137,2017,282000,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,69.0,3500,Maruti,Alto
4138,2017,700000,15000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5.0,113.0,4200,Maruti,Swift
4139,2017,700000,70000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5.0,215.0,1750,Ford,Figo
4140,2015,600000,135000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5.0,205.0,1750,Ford,EcoSport
4141,2012,290000,80000,Diesel,Individual,Manual,Second Owner,20.5,1598,103.5,5.0,250.0,1500,Skoda,Rapid
4142,2011,430000,80000,Diesel,Individual,Automatic,Second Owner,18.1,1991,147.9,4.0,327.0,2600,Chevrolet,other_model
4143,2017,575000,19000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,114.7,4000,Hyundai,i20
4144,2017,875000,42000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5.0,151.0,4850,Hyundai,Creta
4145,2010,180000,77000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5.0,90.0,3500,Maruti,Wagon
4146,2012,229999,120000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5.0,190.0,2000,Maruti,Ritz
4147,2019,800000,10000,Petrol,Individual,Automatic,First Owner,19.56,1197,81.8,5.0,113.0,4200,Toyota,other_model
4148,2009,60000,110000,Petrol,Individual,Manual,Third Owner,16.5,995,63.0,5.0,90.3,4200,Chevrolet,Spark
4149,2009,150000,110000,Petrol,Individual,Manual,First Owner,15.0,1586,104.68,5.0,145.0,4100,Maruti,SX4
4150,2007,100000,90000,Diesel,Individual,Manual,Third Owner,23.57,1396,70.0,5.0,140.0,1800,Tata,Indigo
4151,2015,900000,90000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5.0,151.0,4850,Hyundai,Creta
4152,2018,850000,50000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,219.7,1500,Hyundai,i20
4153,2014,220000,50000,Diesel,Individual,Manual,First Owner,25.44,936,56.3,5.0,142.5,1750,Chevrolet,Beat
4154,2014,250000,40000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5.0,69.0,3500,Maruti,Alto
4155,2012,125000,120000,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,5.0,190.0,1750,Tata,Indica
4156,2018,1200000,27000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,5.0,151.0,4850,Hyundai,Creta
4157,2013,250000,100000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,5.0,140.0,1800,Tata,Indigo
4158,2014,440000,70000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5.0,219.7,1500,Hyundai,i20
4159,2017,400000,40000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,114.0,3500,Tata,Tiago
4160,2002,50000,62000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4.0,59.0,2500,Maruti,800
4161,2018,1000000,10000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,5.0,151.0,4850,Hyundai,Verna
4162,2014,600000,160000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,5.0,200.0,1750,Honda,City
4163,2010,250000,60000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5.0,11.4,4000,Hyundai,i20
4164,2009,310000,110000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7.0,180.0,1440,Mahindra,Bolero
4165,2005,120000,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5.0,90.0,3500,Maruti,Wagon
4166,2014,390000,78000,Diesel,Individual,Manual,First Owner,11.68,2498,112.0,7.0,260.0,1800,Mahindra,Xylo
4167,2019,458000,30000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5.0,99.0,4500,Hyundai,Santro
4168,2018,950000,20000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,205.0,1750,Ford,EcoSport
4169,2017,650000,21000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
4170,2013,400000,70000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5.0,190.0,2000,Maruti,Swift
4171,2015,400000,70000,Petrol,Individual,Automatic,Second Owner,18.9,1197,82.0,5.0,114.0,4000,Hyundai,Grand
4172,2006,100000,42500,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
4173,2012,350000,25000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5.0,111.8,4000,Hyundai,i10
4174,2013,450000,80000,Diesel,Individual,Manual,Second Owner,13.7,2197,138.1,7.0,320.0,1700,Tata,other_model
4175,2006,350000,90000,Diesel,Individual,Manual,First Owner,12.7,2609,116.6,8.0,28.3,1700,Mahindra,Scorpio
4176,2010,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,22.07,1199,73.9,5.0,180.0,2000,Volkswagen,Polo
4177,2013,450000,146000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7.0,195.0,1400,Mahindra,Bolero
4178,2013,157000,47200,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4.0,59.0,2500,Maruti,800
4179,2018,1500000,60000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7.0,360.0,1750,Mahindra,XUV500
4180,2018,1500000,60000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7.0,360.0,1750,Mahindra,XUV500
4181,2007,75000,100000,Petrol,Individual,Manual,Second Owner,15.3,1193,65.3,5.0,102.0,2600,Tata,Indica
4182,2010,280000,100000,Diesel,Individual,Manual,Second Owner,14.8,2499,80.0,10.0,19.0,1800,Chevrolet,other_model
4183,2015,600000,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,114.7,4000,Hyundai,i20
4184,2012,250999,120000,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956,83.8,7.0,250.0,1000,Tata,other_model
4185,2010,350000,80000,Petrol,Individual,Manual,Second Owner,12.5,1794,132.0,5.0,170.0,4200,Toyota,other_model
4186,2016,300000,34000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5.0,91.0,4250,Renault,KWID
4187,2017,819999,50000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,5.0,200.0,1750,Renault,Duster
4188,2010,409999,100000,Diesel,Individual,Manual,Second Owner,19.61,1405,70.0,5.0,135.4,250,Tata,Indigo
4189,2008,275000,52000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,5.0,14.9,3000,Hyundai,Verna
4190,2013,497000,110000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7.0,200.0,1750,Maruti,Ertiga
4191,2015,500000,70000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,114.7,4000,Hyundai,i20
4192,2006,170000,120000,Diesel,Individual,Manual,Second Owner,14.0,2523,83.0,7.0,176.0,1500,Mahindra,Bolero
4193,2016,515000,68609,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,5.0,204.0,2000,Ford,other_model
4194,2018,925000,33360,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,5.0,205.0,1750,Ford,EcoSport
4195,2019,1460000,5000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,7.0,300.0,1750,Mahindra,other_model
4196,2019,2700000,10000,Diesel,Individual,Automatic,First Owner,13.8,2999,174.57,7.0,380.0,1800,other_company,other_model
4197,2017,830000,35000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5.0,260.0,1500,Tata,other_model
4198,2019,975000,30000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,205.0,1750,Ford,EcoSport
4199,2018,620000,15000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,5.0,120.0,4250,Ford,other_model
4200,2019,860000,14317,Petrol,Dealer,Manual,First Owner,14.23,1498,104.55,5.0,142.0,4000,Nissan,other_model
4201,2018,430000,5000,Petrol,Individual,Manual,Second Owner,20.63,1198,67.0,5.0,104.0,4000,Datsun,GO
4202,2019,1227000,5000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,5.0,145.0,4600,Honda,City
4203,2017,860000,28000,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5.0,145.0,4600,Honda,City
4204,2018,950000,40000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,205.0,1750,Ford,EcoSport
4205,2012,225000,87237,Diesel,Dealer,Manual,Second Owner,20.0,1399,68.05,5.0,160.0,2000,Ford,Figo
4206,2011,500000,99500,Diesel,Individual,Manual,Third Owner,11.5,1991,147.9,7.0,320.0,2000,Chevrolet,other_model
4207,2017,500000,62960,Diesel,Dealer,Manual,First Owner,25.83,1498,99.0,5.0,215.0,1750,Ford,Figo
4208,2019,1700000,16500,Petrol,Dealer,Automatic,First Owner,13.96,1451,141.0,5.0,250.0,1600,other_company,other_model
4209,2014,545000,110000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7.0,200.0,1750,Maruti,Ertiga
4210,2011,400000,72000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5.0,190.0,2000,Maruti,Swift
4211,2018,650000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,190.0,2000,Maruti,Swift
4212,2008,114999,55000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,5.0,14.9,3000,Hyundai,Verna
4213,2015,562000,60000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5.0,190.0,2000,Maruti,Baleno
4214,2002,96000,120000,Diesel,Individual,Manual,First Owner,14.07,2956,83.1,7.0,250.0,1600,Tata,other_model
4215,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5.0,430.0,1750,Jaguar,other_model
4216,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5.0,202.0,3600,other_company,other_model
4217,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5.0,430.0,1750,Jaguar,XF
4218,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7.0,320.0,1500,Tata,Safari
4219,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5.0,400.0,0,Volvo,other_model
4220,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5.0,213.0,4500,Toyota,other_model
4221,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5.0,90.0,3500,Maruti,Wagon
4222,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5.0,190.0,2000,Maruti,Baleno
4223,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5.0,110.0,4800,Honda,Jazz
4224,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7.0,200.0,1200,Toyota,Innova
4225,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
4226,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5.0,132.0,3000,Toyota,Etios
4227,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
4228,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5.0,190.24,1750,Hyundai,Grand
4229,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,400.0,1750,BMW,X4
4230,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,400.0,1750,BMW,X4
4231,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5.0,110.0,4800,Honda,Amaze
4232,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5.0,153.0,3800,Skoda,Rapid
4233,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5.0,350.0,1500,Volvo,other_model
4234,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5.0,430.0,1750,Jaguar,other_model
4235,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5.0,202.0,3600,other_company,other_model
4236,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5.0,430.0,1750,Jaguar,XF
4237,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7.0,320.0,1500,Tata,Safari
4238,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5.0,400.0,0,Volvo,other_model
4239,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5.0,213.0,4500,Toyota,other_model
4240,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5.0,90.0,3500,Maruti,Wagon
4241,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5.0,190.0,2000,Maruti,Baleno
4242,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5.0,110.0,4800,Honda,Jazz
4243,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7.0,200.0,1200,Toyota,Innova
4244,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
4245,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5.0,132.0,3000,Toyota,Etios
4246,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
4247,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5.0,190.24,1750,Hyundai,Grand
4248,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,400.0,1750,BMW,X4
4249,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,400.0,1750,BMW,X4
4250,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5.0,110.0,4800,Honda,Amaze
4251,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5.0,153.0,3800,Skoda,Rapid
4252,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5.0,350.0,1500,Volvo,other_model
4253,1999,155000,100000,Diesel,Individual,Manual,Third Owner,14.8,1998,68.0,5.0,12.5,3000,other_company,other_model
4255,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5.0,430.0,1750,Jaguar,other_model
4256,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5.0,202.0,3600,other_company,other_model
4257,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5.0,430.0,1750,Jaguar,XF
4258,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7.0,320.0,1500,Tata,Safari
4259,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5.0,400.0,0,Volvo,other_model
4260,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5.0,213.0,4500,Toyota,other_model
4261,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5.0,90.0,3500,Maruti,Wagon
4262,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5.0,190.0,2000,Maruti,Baleno
4263,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5.0,110.0,4800,Honda,Jazz
4264,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7.0,200.0,1200,Toyota,Innova
4265,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
4266,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5.0,132.0,3000,Toyota,Etios
4267,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
4268,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5.0,190.24,1750,Hyundai,Grand
